Date,Year,Cnt_Mth,Title,Incident_Area,Location,Open/Close_Location,Target,Cause,Summary,Fatalities,Injured,Total_victims,Age,Employeed_(Y/N),Employed_at,Mental_Health_Issues,Race,Gender,Latitude,Longitude
5/25/2015,2015,3,Club Maxey's,Nightclub,"Decatur, Illinois",Close,random,revenge,"On May 25, 2015, the shooter was attending a rap concert at a venue called Club Maxey Monday when he and the victim got into an altercation.  The four other people were wounded.",1,4,5,,0,,Unknown,Black,Male,39.85566372,-88.93346458
5/31/2015,2015,2,Cleveland,Home,"Cleveland, Ohio",Close,Ex-girlfriend,psycho,"On May 31, 2015, the shooter entered his ex-girlfriend's home and found his ex-girlfriend and her grandfather upstairs, shooting and killing both. He then took his own life.",3,1,3,,0,,Unknown,Other,Male,41.47657557,-81.68051502
5/31/2015,2015,1,Conyers,Workplace,"Conyers, Georgia",Close,random,psycho,"On May 31, 2015, the shooter entered the business just before 5 pm and open fire. He appeared to randomly shoot at anyone in his path but turns and leaves the building when an armed citizen off-camera returns fire. After the shooter left the liquor store, he  returned to his parents' home and shot and wounded them both. ",3,2,4,,0,,Unknown,White,Male,33.66086267,-84.02688527
6/7/2015,2015,6,Deer Lodge,Home,"Deer Lodge, Montana",Close,Family,Unknown,"The man shot and killed his wife and three children, set a fire in the family's remote cabin and then killed himself.",5,0,4,,0,,Unknown,White,Male,46.39761858,-112.7329333
6/11/2015,2015,5,Trestle Trail bridge shooting,Drive By/Car,"Menasha, Wisconsin",Unknown,random,Unknown,"Sergio Valencia del Toro, 27, in what officials say was a random act, shot and killed three people including an 11-year-old girl before turning the gun on himself.",3,1,4,27,0,,Yes,Latino,Male,Unknown,Unknown
6/16/2015,2015,4,Miami Gardens,Party,"Miami Gardens, Florida",Unknown,party guests,Unknown,"The shooter opened fire when fight broke out during birthday party around 5:30 p.m. The man pulled out a gun and opened fire, hitting four people.",0,4,4,,0,,Unknown,Black,Male,25.94326707,-80.24253243
6/17/2015,2015,3,Charleston Church Shooting,Church/Temple,"Charleston, South Carolina",Close,random,terrorism,"Dylann Storm Roof, 21, shot and killed 9 people after opening fire at the Emanuel AME Church in Charleston, South Carolina. According to a roommate, he had allegedly been â€œplanning something like that for six months.""",9,1,10,21,0,,Unknown,White,Male,32.788387,-79.933143
6/20/2015,2015,2,Boom Boom Room,Nightclub,"Morven, North Carolina",Close,random,anger,"Two men were arguing in a club called the Boom Boom Room Saturday morning around 2:45. When they started shooting at each other, four bystanders were caught in the crossfire. One of shooters was arrested later, and the other turned himself in on Tuesday, June 23, 2015.",0,4,4,,0,,Unknown,Black,Male,34.86379864,-79.9996781
7/12/2015,2015,5,River Forest,Outside of Home/Misc,"River Forest, Illinois",Open,Family,domestic dispute,Two people including the shooter are dead and three others were wounded following what began as a domestic violence incident in River Forest on Sunday morning. Two police officers were among those wounded by gunfire in the incident.,2,3,4,,0,,Unknown,Other,Male,41.89499946,-87.81941392
7/16/2015,2015,4,"Amnicola Training Center, Chattanooga",Army/Navy/Airforce Base,"Chattanooga, Tennessee",Open,Marines,terrorism,"Four Marines were shot dead Thursday after a gunman brazenly opened fire on two  military facilities in Chattanooga, Tennessee. The shooter was also killed and three people including a police officer were injured.",5,3,7,,0,,Yes,White,Male,35.09318123,-85.23676751
7/22/2015,2015,3,Suwanee,Home,"Suwanee, Georgia",Close,Family,psycho,A gunman killed his wife and her two young children inside a suburban Georgia home early Wednesday before fatally shooting himself.,4,1,4,,0,,Unknown,White,Male,34.05057545,-84.06872262
7/23/2015,2015,2,"Grand 16 Theatre, Louisiana",Movie Theatre,"Lafayette, Louisiana",Close,random,Unknown,"On July 23, 2015, a shooting occurred at The Grand 16 Theater movie theater in Lafayette, Louisiana. The shooter opened fire during a showing of the film Trainwreck, killing two people and injuring nine others before he committed suicide.",3,9,11,,0,,Yes,White,Male,30.21233538,-92.0316453
8/8/2015,2015,4,"Houston, Texas",Home,"Houston, Texas",Close,Ex-Girlfriend,revenge,A family of six children and two parents were handcuffed and fatally shot in the head at a Houston home by a man with a violent criminal history who had previously been in a relationship with the mother and had a dispute with her.,8,0,8,,0,,Unknown,Black,Male,29.79705548,-95.36763856
8/19/2015,2015,3,Parking lot near Boys and Girls Club,Parking Lot,"Rochester, New York",Open,random,Unknown,"Around 11:20 p.m. Wednesday on Genesee Street, a gunman shot into a crowd that gathered outside the Rochester Boys and Girls Club after a basketball game, killing three people and wounding four others. 
Drive-by, Gang involvement",3,4,7,,0,,Unknown,Black,Male,43.1696837,-77.614337
8/26/2015,2015,2,Virginia WDBJ live TV interview shooting,Television,"Roanoke, Virginia",Open,Coworkers,psycho,"Wednesday morning on August 26, 2015, a former employee of a Virginia TV news station waited until two of his former colleagues were live on air presenting a local tourism story at an outdoor shopping mall, then filmed himself raising a gun and shooting them both dead. A third victim survived the attack. He uploaded the videos to Twitter before committing suicide.",3,1,3,,1,Virginia TV,Unknown,Black,Male,37.27823366,-79.95816104
8/29/2015,2015,1,"Bristol, Tennessee",Outside of Home/Misc,"Bristol, Tennessee",Unknown,Family,psycho,"The shooter shot and killed his mother, stepfather, and grandmother in a matter of seconds on Saturday night.",3,1,4,,0,,Unknown,White,Male,36.55605824,-82.21429551
9/10/2015,2015,4,"Clearbrook (Greenwood), Minnesota",Home,"Clearbrook (Greenwood), Minnesota",Close,random,Unknown,"Five family members - two adults and three children - were found dead in a home on Thursday, September 10 in an apparent murder-suicide. The shooter, a nurse, founded the website AllNurses.com, which provides information and resources for and about the nursing profession.",5,0,4,,0,,Yes,White,Male,47.69618799,-95.42844094
9/17/2015,2015,3,"Platte, South Dakota",Home,"Platte, South Dakota",Close,Family,Unknown,"The six members of a South Dakota family found dead in the ruins of their burned home were fatally shot, with one death believed to be a suicide. All six members of the shooter's family died of shotgun wounds.",6,0,5,,0,,Unknown,White,Male,43.38682722,-98.84357239
9/27/2015,2015,2,Hill Haven Event Center (Formerly Club CJ's),Nightclub,"Greenville, Georgia",Close,random,Unknown,A shooting at a club in Meriwether Co. early Sunday injured 10 people after witnesses say gun fire was exchanged that stemmed from alleged illegal gambling.,0,10,10,,0,,Unknown,Black,Male,33.02912644,-84.7143335
10/1/2015,2015,5,"Inglis, Florida",Courthouse/City Hall,"Inglis, Florida",Open,Ex-Wife,anger,"A man 57-year-old man shot and killed his wife, injured her boyfriend, and killed a Good Samaritan 68-year-old man as he rushed to protect children who were playing near the town hall before taking his life. The shooter's couple had been married for 35 years when they separated, and the shooter's wife had left her husband for her new boyfriend.",3,1,3,57,0,,Unknown,White,Male,29.03270634,-82.65919302
10/1/2015,2015,4,Umpqua Community College shooting,University,"Roseburg, Oregon",Close,Students,terrorism,"On Monday of October 1, 2015, a gunman opened fire at a rural Oregon community college Thursday. 9 people were dead and seven wounded, three critically, before dying in a shootout with police. First, a shot came through the window and hit the teacher in the head  in a freshman writing class. The gunman then entered the Snyder Hall classroom and told people to get on the floor. He told people to stand up and state their religion before opening fire.",10,7,16,,0,,Unknown,Other,Male,43.22205555,-123.3522367
10/9/2015,2015,3,Northern Arizona University at Flagstaff Campus,University,"Flagstaff, Arizona",Open,Students,anger,"On Friday of October 9, 2015, one person is dead and three are wounded after an early morning shooting on Northern Arizona University's campus. An overnight confrontation between two groups of students escalated into gunfire. The shooter is a freshman of Northern Arizona University.",1,3,4,,0,,Unknown,White,Male,35.1725658,-111.6585435
10/21/2015,2015,2,"Colerain Township, Ohio",Outside of Home/Misc,"Colerain Township, Ohio",Unknown,Family,Unknown,"A man killed his two teenage sisters and injured another teen in Colerain Township, Ohio, in the early hours of Tuesday, Oct. 21, 2015.",2,1,3,,0,,Unknown,White,Male,39.253268,-84.599655
10/31/2015,2015,1,Colorado Springs shooting rampage,Outside of Home/Misc,"Colorado Springs, Colorado",Open,random,terrorism,"In the morning of October 31, 2015, three victims were shot and killed on the streets and sidewalks of the neighborhood.The gunman died in a shootout with police. A witness described he was walking in the street with two guns, walking calmly. The shooter killed a bicyclist and two women at a nearby location.",4,0,3,,0,,Unknown,White,Male,38.86730659,-104.7572279
11/4/2015,2015,7,"Oakland, Maine",Home,"Oakland, Maine",Close,Family,domestic dispute,"A gunman shot his girlfriend,  his girlfriend's sister and her boyfriend to death in a Central Maine apartment building, leaving a young girl unharmed on the first floor before turning the weapon on himself. They all shared the brown clapboard home, which was divided into two apartments. The gunman and his girlfriend lived in the upstairs room of the apartment while the two other victims (his girlfriend's sister and her boyfriend) lived in the downstairs with their 3 year old daughter. All three victims were found on first floor.",4,0,3,,0,,Unknown,Other,Male,44.54994725,-69.70782299
11/7/2015,2015,6,"Waycross, GA",Home,"Waycross, Georgia",Unknown,Family,psycho,"On Saturday of November 7, 2015,a pregnant mother of two was killed in a violent rampage early Saturday along with her unborn child. Both of her toddlers were also shot. The shooter is the father of one of the small children.",1,2,3,,0,,Yes,Black,Male,31.21094544,-82.35793452
11/13/2015,2015,5,"Jacksonville, Florida",Home,"Jacksonville, Florida",Close,Family,domestic dispute,"On Friday of November 13, 2015,The former military member walked into his Northside, Florida, home and shot his girlfriend, their twin babies, and girlfriend's father before shooting himself. The shooter had a history of domestic violence.",4,1,4,,1,former military,Unknown,Black,Male,30.33216122,-81.67576993
11/15/2015,2015,4,"Tennessee Colony, Texas",Home,"Tennessee Colony, Texas",Open,random,Unknown,"On Sunday of November 15, 2015, six people are dead after a weekend homicide at a private campsite. The bodies of a man and woman were found in a travel trailer. The bodies of four males, who were initially considered missing, were later recovered about 1:15 p.m. Monday in a pond on the suspect's residence. ",6,0,6,,0,,Unknown,White,Male,31.8076,-95.8069
11/23/2015,2015,3,"Columbus, Ohio",Home,"Columbus, Ohio",Close,neighbors,Unknown,"On Monday of November 23, 2015, three of four members of a family were shot and killed and a 12-year-old girl wounded at their home. The suspect died after being shot by police. The shooter was a once friendly neighbor of the victims.",4,1,4,,0,,Unknown,White,Male,39.98861445,-82.98904135
11/23/2015,2015,2,"Minneapolis, Minnesota",Protest,"Minneapolis, Minnesota",Open,protestors,racism,"Five protesters were shot late Monday night near the Black Lives Matter encampment. A group of white supremacists showed up at the protest, and when about a dozen protesters attempted to herd the group away from the area, they opened fire on the protesters. Protesters have been camping out in front of the 4th Precinct since Nov. 15",0,5,5,,0,,Unknown,White,Male,44.96358722,-93.26783687
11/27/2015,2015,1,"Colorado Springs, Colorado",Planned Parenthood/Abortion Clinic,"Colorado Springs, Colorado",Close,random,Unknown,"police were called to a street to investigate an assault case. One hispanic man lay dead on the street. Two other adult males, and a young female were injured.",3,9,12,57,0,,Unknown,White,Male,Unknown,Unknown
12/2/2015,2015,2,"San Bernardino, California",Workplace,"San Bernardino, California",Close,party guests,terrorism,"On Wednesday of December 2, 2015, two gunmen entered a conference room on the Inland Regional Center property, killing 14 people, and injuring 21 people. The facility was rented by the San Bernardino County Department of Public Health for a holiday party. The shooter was at the party but left abruptly before the shooting. He seemed angry, witnesses told police. He returned and along with his wife, he went into the building and began firing. The man was an inspector with the county health department that hosted the party. ",16,21,35,,1,county health department,Unknown,Asian,Male/Female,34.13973446,-117.2942444
12/6/2015,2015,1,"Omaha, Nebraska",Home,"Omaha, Nebraska",Unknown,random,Unknown,A woman and her two year old daughter were shot and killed Sunday. Three other women are still fighting for their lives following the shooting.  The suspect turned himself into police on Tuesday morning.,2,3,5,,0,,Unknown,Black,Male,41.3138,-96.0814
1/6/2016,2016,11,"Residence in Lakeland, Florida",Home,"Lakeland, Florida",Close,drug dealer,Unknown,Two men arrived at the house of a drug dealer and killed three people and critically injured one more.,3,1,4,,0,,Unknown,Black,Male,28.039465,-81.949804
1/7/2016,2016,10,"Roadside in Memphis, Tennessee",Drive By/Car,"Memphis, Tennessee",Open,random,Unknown,A woman flagged down a car to help her with her car troubles at the side of the road. An 18-year-old got out to help. The two suspects got out of another car and fired on the scene.,1,3,4,,0,,Unknown,Other,Unknown,35.149534,-90.04898
1/11/2016,2016,9,"Wilmington, DE robbery",Home,"Wilmington, Delaware",Close,random,Unknown,"Two men forcefully entered a house, and started shooting the people inside. One of the robbers was killed. Four other people injured.",1,4,5,,0,,Unknown,Black,Male,39.739072,-75.539788
1/17/2016,2016,8,"Gloucester County, VA, House Party",Party,"Gloucester County, Virginia",Close,party guests,Unknown,"A young woman threw a house party for her birthday. It got very crowded. The shooter came and shot four people, killing one. There is some disagreement about his relation to the rest of the people at the party",1,3,4,,0,,Unknown,Black,Male,37.40264,-76.458559
1/23/2016,2016,7,Florida family murder,Home,"Crestview, Florida",Unknown,Family,Unknown,"A young man shot his mother, step-father, and his ex-girlfriend's boyfriend",3,0,3,,0,,Unknown,White,Male,30.754181,-86.572799
1/23/2016,2016,6,Los Angeles Drive-by,Drive By/Car,"Los Angeles, California",Open,random,terrorism,"Group of people was standing outside of a Liquor store on Avalon boulevard in South Los Angeles. A car drove by and fired an AK-47, killing 1 and wounding 3.",2,2,4,,0,,Unknown,Other,Unknown,34.052234,-118.243685
1/25/2016,2016,5,"Perris, CA Mexican restaurant shooting",Restaurant,"Perris, California",Close,random,Unknown,Very little is known about the case. Cops were called to a Mexican restaurant. 1 person was pronounced dead at the scene. 4 others were taken to a hospital.,1,4,5,,0,,Unknown,Other,Male,33.782519,-117.228648
1/27/2016,2016,4,"Chesapeake, Virginia",Home,"Chesapeake, Virginia",Close,Family,psycho,"A Virginia man shot his brother dead in their family home, then killed four other relatives in a nearby house before turning the gun on himself Wednesday. He killed his brother in their house around 3:35 p.m. He then went to the house belonging to his grandmother and murdered more relatives ? father, mother, sister, and an unidentified female.",6,0,5,,0,,Yes,White,Male,36.7921,-76.3293
1/29/2016,2016,3,"Caroline County, VA Family Murder Suicide",Home,"Caroline County, Virginia",Unknown,Family,psycho,"42-year-old husband murders wife, shoots two young family members, then shoots himself in the head.",2,2,3,42,0,,Unknown,Other,Male,38.044556,-77.286488
1/30/2016,2016,2,"Glendale, AZ House Party shooting",Party,"Glendale, Arizona",Close,random,anger,"Altercation broke out at a house party. A group of five hispanics were asked to leave. They got in a car, and as they drove away, opened fire on the house.",3,5,8,,0,,Unknown,Other,Male,33.538652,-112.185987
1/31/2016,2016,1,New Orleans gas station shoot-out,Gas Station,"New Orleans, Louisiana",Open,random,anger,"Altercation broke out at a gas station in New Orleans, when the shooter shot and injured 3 people. One of the victims returned fire and injured the instigator.",0,3,3,,0,,Unknown,Black,Male,29.951066,-90.071532
2/6/2016,2016,18,"Tampa, FL Strip club shooting",Nightclub,"Tampa, Florida",Close,random,Unknown,"Fighting broke out in a strip club when an unknown shooter starting firing. One person died on the scene, and one died later. Six were injured.",2,6,8,,0,,Unknown,Other,Unknown,27.950575,-82.457178
2/6/2016,2016,17,"Los Angeles, CA street shooting",Outside of Home/Misc,"Los Angeles, California",Open,random,Unknown,"Police were called to a street to investigate an assault case. One hispanic man lay dead on the street. Two other adult males, and a young female were injured.",1,3,4,,0,,Unknown,Other,Unknown,34.052234,-118.243685
2/6/2016,2016,16,Texas teen commits family murder suicide,Home,"North Richland Hills, Texas",Close,Family/Neighbors,psycho,19-year-old male kills his mother and two neighbors before killing himself. Motive is unclear.,4,0,3,,0,,Unknown,White,Male,29.209684,-99.786168
2/7/2016,2016,15,Nightclub fight turns into shootout,Nightclub,"Rochester, New York",Close,random,anger,"Two groups of people fired at each other after a fight broke out outside of the Mexican Village Nightclub in Rochester, NY",1,7,8,,0,,Unknown,Other,Unknown,43.16103,-77.610922
2/7/2016,2016,14,"Orlando, Florida",Nightclub,"Orlando, Florida",Close,random,terrorism,Two people were killed and several others were hurt in a mass shooting inside an Orlando nightclub early Sunday morning.,2,10,12,,0,,Unknown,Other,Male,28.4541,-81.4646
2/9/2016,2016,13,Michigan school shooting,School,"Lansing, Michigan",Open,random,psycho,"Shooter was a part of a fight outside of a high school gym. He fired at a crowd, injuring three. He fled the scene and was confronted by a police officer. When he wouldn't drop his weapon, the police officer shot and injured him.",0,3,3,,0,,Unknown,Black,Male,43.201126,-86.238946
2/19/2016,2016,12,"Vallejo, CA car shooting",Drive By/Car,"Vallejo, California",Open,random,Unknown,"Two suspects shot at a car and killed one person outright, and the second victim died in the hospital. Two others injured. No leads on suspects.",2,2,4,,0,,Unknown,Other,Unknown,38.104086,-122.256637
2/20/2016,2016,11,Florida Hookah Bar Shooting,Hookah Bar,"Tampa, Florida",Open,random,anger,"Argument led to gun shots in the parking lot outside of a hookah bar in Tampa, Florida",1,3,4,,0,,Unknown,Other,Unknown,27.950575,-82.457178
2/20/2016,2016,10,Kalamazoo Uber Driver Spree Killing,Drive By/Car,"Kalamazoo County, Michigan",Open,random,Unknown,"Jason B. Dalton, a driver for Uber, apparently selected his victims randomly as he went on a rampage over several hours in three different locations, including five people he shot in the parking lot of a Cracker Barrel restaurant. He was ""arrested without incident"" at a downtown Kalamazoo bar about six hours after the rampage began.",6,2,8,,1,uber,Unknown,White,Male,Unknown,Unknown
2/20/2016,2016,9,"Iuka, Mississippi",Home,"Iuka, Mississippi",Open,Policeman,domestic dispute,"Law enforcement officers in northeastern Mississippi stormed a house Saturday after an hours-long standoff with a gunman holed up inside, leading to a shootout that left one officer dead and three others wounded.The standoff started Friday afternoon when authorities responded to a domestic dispute call at the home near Iuka. But the man, holed up in his home with his wife and 10-year-old daughter, refused to come out, sparking the standoff with officers outside. The man suspected of firing on the officers was also killed.",2,3,4,,0,,Unknown,White,Male,34.7404,-88.1383
2/21/2016,2016,8,Missouri Highway shooting,Drive By/Car,"Hazelwood, Missouri",Open,random,Unknown,"Car was fired upon from a stolen Mercedes on the interstate in Hazelwood, MO. One woman died. 3 Injured.",1,3,4,,0,,Unknown,Black,Male,38.77144,-90.370949
2/21/2016,2016,7,Houston Drive-by,Drive By/Car,"Houston, Texas",Open,random,Unknown,"Group of people was fired upon by an unknown number of people in a dark SUV and a white Ford Truck. Five people, including a baby, were injured.",0,5,5,,0,,Unknown,Other,Unknown,29.760427,-95.369803
2/23/2016,2016,6,Arizona Family Murder,Home,"Phoenix, Arizona",Close,Family,psycho,Son shot his parents and two sisters in their Phoenix home. Police arrive because the house was on fire. Police shot and killed the shooter.,5,0,4,,0,,Unknown,White,Male,33.448377,-112.074037
2/23/2016,2016,5,"Belfair, WA Family murder-suicide",Home,"Belfair, Washington",Close,Family,domestic dispute,"At around 9am on Friday morning, a man phoned an officer with the Mason County Sheriff's Office to say that he had shot his family and was going to kill himself next. The man was flushed out of his house when the SWAT team fired tear gas inside. He walked outside and shot himself in front of the officers who were gathered in front of the property. The shooter killed his wife, her two teenage sons and a neighbor.",5,0,4,,0,,Unknown,White,Male,47.5033,-122.931
2/25/2016,2016,4,Excel Industries mass shooting,Workplace,"Hesston, Kansas",Open,random,psycho,"On Friday, 90 minutes after receiving a court order over domestic violence, the man returned to the factory for the shooting spree.The man who wounded three people before storming into the central Kansas the lawn mower factory where he worked and shooting 14 others, killing three of them, had just been served a protection from abuse order that likely triggered the attack. Police say they believe the man fired at random while he was returning to his workplace.",4,14,17,,1,factory,Unknown,Black,Male,38.1368,-97.4268
2/25/2016,2016,3,"Woodbridge, Virginia",Home,"Woodbridge,  Virginia",Open,random,Unknown,"On Saturday of February 27th, three officers arrived to investigate a domestic dispute call, the shooter fired a rifle from the front door of his home, striking all three. Inside the house, police found his wife dead in a bedroom.",2,2,4,,0,,Unknown,Black,Male,38.6697,-77.3524
2/26/2016,2016,2,Detroit Strip Club Shootout,Nightclub,"Detroit, Michigan",Open,club members,anger,"Man apparently inappropriately touched a stripper. He was asked to leave. He waited outside, then shot the stripper and four other people.",0,5,5,,0,,Unknown,Black,Male,42.331427,-83.045754
2/27/2016,2016,1,Riverside restaurant shooting,Restaurant,"Riverside, Florida",Open,random,Unknown,Shooter fired upon group of people in a restaurant parking lot,1,3,4,,0,,Unknown,Other,Male,33.997197,-117.48548
2/28/2016,2016,17,Wichita Nightclub shooting,Nightclub,"Wichita, Kansas",Open,random,anger,Altercation led to group of people getting kicked out of a club. Shooting took place around 1am outside the club. Four injured. ,0,4,4,,0,,Unknown,Other,Unknown,37.687176,-97.330053
2/28/2016,2016,16,"Chelsea, MA empty apartment party shooting",Home,"Chelsea, Massachusetts",Close,party guests,terrorism,"Shooter fired upon party of ~50 people at an empty apartment in Chelsea, MA. 1 dead. 6 wounded. Shooters step brother was among those shot",1,6,7,,0,,Unknown,Other,Male,42.391764,-71.032828
3/5/2016,2016,15,"Roswell, GA Hookah shootout",Hookah Bar,"Roswell, Georgia",Open,random,anger,"Altercation in a hookah bar led a group of seven people to leave in a mini-van. They were followed. When the car stopped, the shooter fired upon the car. Four of the seven sustained non-life-threatening injuries. ",0,4,4,,0,,Unknown,Black,Male,34.023243,-84.361556
3/6/2016,2016,14,"Lafayette, LA drive by",Drive By/Car,"Lafayette, Louisiana",Open,random,Unknown,"Four people shot with non-life-threatening injuries during a drive-by on MLK boulevard in Lafayette, LA. There were multiple shooters in the Ford f-150 truck, truck fled the scene. No leads. ",0,4,4,,0,,Unknown,Other,Unknown,30.22409,-92.019843
3/6/2016,2016,13,"Kansas City, Kansas",Home,"Kansas City, Missouri",Close,neighbors,Unknown,"Four people were found dead Monday night in a home in Kansas City, Kansas. A fifth man was shot to death Tuesday in Missouri. The shooter lives in a house next door to the home where four people were found shot Monday night. The shooter and the neighbors are all familiar with each other.",5,0,5,,0,,Unknown,Other,Male,39.114053,-94.627464
3/7/2016,2016,12,"Pittsburgh, Pennsylvania",Home,"Pittsburgh, Pennsylvania",Open,random,terrorism,"Two gunmen working as a team fatally shot five people including a pregnant woman and critically wounded two others at a backyard cookout, with one attacker using a high-velocity rifle to shoot all the victims in the head as they were driven his direction. Authorities later ruled the death of the woman’s 8-month-old fetus a homicide and raised the number of fatalities to six.",6,3,9,,0,,Unknown,Other,Male,40.440625,-79.995886
3/7/2016,2016,11,"Trenton, NJ sidewalk shooting",Outside of Home/Misc,"Trenton, New Jersey",Open,random,Unknown,"A group of women were arguing on a sidewalk outside of an apartment complex in Trenton, NJ when a black Acura pulled up. Two men got out. And one shot at the women, injuring five. ",0,5,5,,0,,Unknown,Other,Unknown,40.217053,-74.742938
3/9/2016,2016,10,Detroit Drive-by,Drive By/Car,"Detroit, Michigan",Open,random,Unknown,Four men were sitting on a porch when a black SUV with three passengers drove by and opened fire in broad daylight. Two of the men died and two were injured. The SUV got away and there are no suspects,2,2,4,,0,,Unknown,Other,Unknown,42.331427,-83.045754
3/11/2016,2016,9,"Elberton, Georgia murder-suicide",Home,"Elberton, Georgia",Open,Family,domestic dispute,"Domestic dispute led a man to shoot his girlfriend, kill her daughter, and injure a bystander who was trying to help the girlfriend",2,2,3,,0,,Unknown,Other,Male,34.111223,-82.867084
3/11/2016,2016,8,Florida Family celebration ends in shooting,Party,"NA, Florida",Unknown,Family,Unknown,"Family was celebrating a birthday party when a group of 12 arrived. Fight broke out, four people shot.",0,4,4,,0,,Unknown,Other,Unknown,26.640628,-81.872308
3/12/2016,2016,7,Atlanta Nightclub shooting,Nightclub,"Atlanta, Georgia",Open,random,anger,Two groups of people were asked to leave a nightclub when they started arguing. They were outside the club when they started shooting. Five people were injured. ,0,4,4,,0,,Unknown,Other,Unknown,33.748995,-84.387982
3/13/2016,2016,6,Wetumpka Drive-by,Drive By/Car,"Wetumpka, Alabama",Open,random,terrorism,"Shooter fired 12 rounds from a semi-automatic handgun that left two dead and two critically injured in a Saturday afternoon drive-by in Wetumpka, Alabama.",2,2,4,,0,,Unknown,Black,Male,32.543745,-86.211913
3/15/2016,2016,5,"Louisville, KY Family Murder-Suicide",Home,"Louisville, Kentucky",Close,Family,domestic dispute,A former soldier who fatally shot his wife and two children and set their house on fire before killing himself suffered from post-traumatic stress disorder following a military career that included a stint in Iraq.,4,0,3,,1,Military,Yes,White,Male,38.252665,-85.758456
3/19/2016,2016,4,"Sherman, TX Family murder-suicide",Home,"Sherman, Texas",Unknown,Family,domestic dispute,"A man shot and killed his wife and two boys, then he turned the gun on himself.",4,0,3,,0,,Unknown,Other,Male,33.635662,-96.60888
3/19/2016,2016,3,"Greenhill, AL Family murder-suicide",Home,"Greenhill, Alabama",Close,Family,domestic dispute,"Husband murders his wife and injures his two sons at their home in rural Alabama, then commits suicide",2,2,3,,0,,Yes,White,Male,34.759257,-86.602493
3/19/2016,2016,2,"Louisburg, North Carolina",Home,"Louisburg, North Carolina",Unknown,Unknown,terrorism,"Three people were killed in a shooting at a home. The shooter was on probation after being released from prison about two weeks ago. He was required to wear an ankle bracelet that monitored his whereabouts, but removed the device on Friday — the day before the shootings.",3,0,3,,0,,Unknown,Black,Male,36.099039,-78.301106
3/20/2016,2016,1,"Richmond, Virginia",Outside of Home/Misc,"Richmond, Virginia",Open,Trooper,frustration,"A man fatally shot a Virginia state trooper at a Greyhound bus station before the gunman was killed by other troopers. The trooper had been participating with about a dozen other troopers in a training exercise at the bus station when a brief encounter with the gunman quickly turned violent. The shooter had been sitting in the restaurant at the bus station and went to his luggage near the front entrance. He began to walk away from his bags. The trooper approached the suspect. Shortly after the two talked for a few seconds, with the suspect to the trooper’s immediate right, the shooter pulled a gun from his waistband and shot the trooper from just inches away.",2,2,3,,0,,Unknown,Black,Male,37.540725,-77.436048
3/21/2016,2016,12,"Albuquerque, NM Family restaurant shooting",Restaurant,"Albuquerque, New Mexico",Close,Family,Unknown,The shooter killed two of his nephews at the restaurant they owned. He shot and injured his brother. Then killed himself.,3,1,3,,0,,Unknown,Asian,Male,35.085334,-106.605553
3/25/2016,2016,11,Chicago Birthday Party Bus Shooting,Party,"Chicago, Illinois",Open,birthday party bus,Unknown,Birthday party bus was dropping off party goers in South Shore Chicago when someone on the street started shooting at them. The bus driver drove off quickly protecting the targets. Unknown motivation. No suspects. ,0,5,5,,0,,Unknown,Other,Unknown,41.878114,-87.629798
3/26/2016,2016,10,"Albuquerque, NM House party shooting",Party,"Albuquerque, New Mexico",Close,uninvited guests,anger,A Man shot four uninvited party guests who would not leave the party hosted by the shooter. He started firing when they broke windows and started kicking in the door.,0,4,4,,0,,Unknown,White,Male,35.085334,-106.605553
3/31/2016,2016,9,"Memphis, TN gas station shooting",Gas Station,"Memphis, Tennessee",Open,random,anger,Four people were shot below the waist at a gas station after an altercation broke out at a gas station.,0,4,4,,0,,Unknown,Other,Unknown,35.149534,-90.04898
4/1/2016,2016,8,Long Beach Street murder,Outside of Home/Misc,"Long Beach, California",Open,random,terrorism,"Group of men were standing at a street corner when someone came up and fired upon them. One man died, 3 injured. Nothing is known about the shooter.",0,3,4,,0,,Unknown,Other,Unknown,33.77005,-118.193739
4/7/2016,2016,7,Chicago Rap video Shootout,Outside of Home/Misc,"Chicago, Illinois",Open,random,Unknown,Group of young men were in a park at 2 in the morning when a male walked up and shot them. One fatality. Four injuries. Shooter is unknown.,1,4,5,,0,,Unknown,Other,Unknown,41.878114,-87.629798
4/9/2016,2016,6,Texas family murder-suicide,Home,"NA, Texas",Close,Family,domestic dispute,Man killed his wife and two young children before committing suicide. No explanation has been offered,4,0,4,,0,,Unknown,White,Male,29.785785,-95.824396
4/9/2016,2016,5,Alabama highway random shooting,Outside of Home/Misc,"NA, Alabama",Open,random,Unknown,"Shooter fired from his car at two different locations along a highway in rural Alabama. He didn't injure any at the first shootout, but injured four at the second. He was killed by police.",1,4,4,,0,,Yes,White,Male,34.16204,-86.475543
4/18/2016,2016,4,Tire-Slashing revenge escalation,Outside of Home/Misc,"Detroit, Michigan",Open,random,frustration,Shooter was angry over fact that rival families had been slashing each other's cars. Shooter fired into a block party and injured four.,0,4,4,,0,,Unknown,Black,Male,39.290385,-76.612189
4/19/2016,2016,3,"Halifax County, VA",Outside of Home/Misc,"Halifax County, Virginia",Open,random,Unknown,"Male shooter fired into crown when a deputy police tried, unsuccessfully to stop him. The deputy fired on the shooter and inured him.",0,6,6,,0,,Unknown,Black,Male,36.765971,-78.928344
